Site_ID,Latitude,Longitude,Elevation_in_Meters,State,Species_ID,Genus,Species,Common_Name,Kingdom,Phenophase_ID,Phenophase_Description,First_Yes_Sample_Size,Mean_First_Yes_Year,Mean_First_Yes_DOY,Mean_First_Yes_Julian_Date,SE_First_Yes_In_Days,Mean_NumDays_Since_Prior_No,SE_NumDays_Since_Prior_No,Last_Yes_Sample_Size,Mean_Last_Yes_Year,Mean_Last_Yes_DOY,Mean_Last_Yes_Julian_Date,SE_Last_Yes_in_Days,Mean_NumDays_Until_Next_No,SE_NumDays_Until_Next_No
21914,35.57814,-82.5868,658,NC,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,1,2016,61,2457449,-9999,11,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999
21914,35.57814,-82.5868,658,NC,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,1,2016,86,2457474,-9999,3,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999
22017,35.497227,-82.608856,673,NC,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,0,-9999,-9999,-9999,-9999,-9999,-9999,2,2016,104,2457492,0,7,0
22017,35.497227,-82.608856,673,NC,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,2,2016,83,2457471,0,7,0,2,2016,111,2457499,0,7,0
22332,39.07151,-108.543869,1404,CO,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,1,2016,97,2457485,-9999,15,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999
22589,36.615578,-88.321381,161,KY,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,5,2016,61,2457449,1.4,10.2,0.8,5,2016,109,2457497,2.2135943621179,7,0
22589,36.615578,-88.321381,161,KY,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,5,2016,85,2457473,1.7146428199482,7,0,5,2016,109,2457497,2.2135943621179,7,0
22857,35.592937,-82.49382,678,NC,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,1,2016,104,2457492,-9999,8,-9999,1,2016,110,2457498,-9999,5,-9999
22857,35.592937,-82.49382,678,NC,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,1,2016,81,2457469,-9999,4,-9999,1,2016,92,2457480,-9999,4,-9999
22934,38.007008,-91.459366,226,MO,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,0,-9999,-9999,-9999,-9999,-9999,-9999,1,2016,91,2457479,-9999,23,-9999
23071,29.463058,-98.484146,244,TX,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,1,2016,71,2457459,-9999,26,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999
23074,39.208076,-76.658577,51,MD,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,0,-9999,-9999,-9999,-9999,-9999,-9999,1,2016,111,2457499,-9999,2,-9999
23074,39.208076,-76.658577,51,MD,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,0,-9999,-9999,-9999,-9999,-9999,-9999,1,2016,111,2457499,-9999,2,-9999
459,36.524502,-92.751999,234,MO,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,3,2017,61,2457815,0,7,0,0,-9999,-9999,-9999,-9999,-9999,-9999
1007,39.955685,-74.874466,13,NJ,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,0,-9999,-9999,-9999,-9999,-9999,-9999,1,2017,131,2457885,-9999,10,-9999
1007,39.955685,-74.874466,13,NJ,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,1,2017,105,2457859,-9999,6,-9999,1,2017,131,2457885,-9999,10,-9999
1624,40.75375,-73.885437,19,NY,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,1,2017,67,2457821,-9999,19,-9999,1,2017,130,2457884,-9999,5,-9999
1624,40.75375,-73.885437,19,NY,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,1,2017,89,2457843,-9999,2,-9999,1,2017,130,2457884,-9999,5,-9999
2804,39.238476,-77.225708,193,MD,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,1,2017,89,2457843,-9999,2,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999
8253,40.672852,-111.969254,1331,UT,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,1,2017,78,2457832,-9999,8,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999
8253,40.672852,-111.969254,1331,UT,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,1,2017,84,2457838,-9999,6,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999
8418,32.363758,-94.873947,108,TX,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,2,2017,50,2457804,0,4,0,2,2017,83,2457837,2,3.5,0.5
8418,32.363758,-94.873947,108,TX,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,2,2017,57,2457811,0,4,0,2,2017,83,2457837,2,3.5,0.5
9341,35.639874,-83.687721,444,TN,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,1,2017,67,2457821,-9999,6,-9999,1,2017,102,2457856,-9999,9,-9999
9341,35.639874,-83.687721,444,TN,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,1,2017,90,2457844,-9999,14,-9999,1,2017,102,2457856,-9999,9,-9999
10122,40.323967,-75.104736,128,PA,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,1,2017,106,2457860,-9999,5,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999
12249,42.518417,-76.556999,175,NY,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,1,2017,103,2457857,-9999,3,-9999,1,2017,144,2457898,-9999,8,-9999
12249,42.518417,-76.556999,175,NY,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,1,2017,117,2457871,-9999,2,-9999,1,2017,144,2457898,-9999,8,-9999
17062,35.27227,-92.317642,139,AR,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,0,-9999,-9999,-9999,-9999,-9999,-9999,1,2017,77,2457831,-9999,13,-9999
17062,35.27227,-92.317642,139,AR,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,0,-9999,-9999,-9999,-9999,-9999,-9999,1,2017,77,2457831,-9999,13,-9999
18537,40.86404,-73.878288,28,NY,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,1,2017,102,2457856,-9999,7,-9999,1,2017,138,2457892,-9999,8,-9999
18537,40.86404,-73.878288,28,NY,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,1,2017,111,2457865,-9999,9,-9999,1,2017,138,2457892,-9999,8,-9999
18867,38.216927,-85.762497,138,KY,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,3,2017,148,2457902,61.333333333333,1,0,2,2017,90,2457844,0,4,0
18867,38.216927,-85.762497,138,KY,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,2,2017,179,2457933,92,1,0,1,2017,90,2457844,-9999,4,-9999
19380,35.811588,-78.713982,129,NC,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,1,2017,266,2458020,-9999,1,-9999,1,2017,341,2458095,-9999,8,-9999
19380,35.811588,-78.713982,129,NC,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,1,2017,54,2457808,-9999,5,-9999,1,2017,341,2458095,-9999,8,-9999
20120,42.366829,-71.257408,53,MA,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,1,2017,290,2458044,-9999,2,-9999,1,2017,319,2458073,-9999,1,-9999
20120,42.366829,-71.257408,53,MA,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,1,2017,290,2458044,-9999,2,-9999,1,2017,319,2458073,-9999,1,-9999
20249,38.613323,-90.258934,157,MO,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,2,2017,59,2457813,0,6,0,2,2017,223,2457977,112,4,0
20249,38.613323,-90.258934,157,MO,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,2,2017,70,2457824,3.5,6,1,2,2017,223,2457977,112,4,0
21914,35.57814,-82.5868,658,NC,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,1,2017,62,2457816,-9999,6,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999
21914,35.57814,-82.5868,658,NC,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,1,2017,94,2457848,-9999,11,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999
22017,35.497227,-82.608856,673,NC,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,0,-9999,-9999,-9999,-9999,-9999,-9999,2,2017,106,2457860,4,7,1
22017,35.497227,-82.608856,673,NC,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,2,2017,106,2457860,4,7.5,0.5,2,2017,106,2457860,4,7,1
22332,39.07151,-108.543869,1404,CO,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,0,-9999,-9999,-9999,-9999,-9999,-9999,1,2017,108,2457862,-9999,10,-9999
22332,39.07151,-108.543869,1404,CO,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,1,2017,86,2457840,-9999,14,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999
22589,36.615578,-88.321381,161,KY,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,5,2017,60,2457814,2.2135943621179,7,0,5,2017,95,2457849,0,14,0
22589,36.615578,-88.321381,161,KY,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,5,2017,78,2457832,4.7476309881877,6.8,0.2,5,2017,95,2457849,0,14,0
22936,35.264446,-81.669785,271,NC,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,1,2017,273,2458027,-9999,7,-9999,1,2017,284,2458038,-9999,22,-9999
22936,35.264446,-81.669785,271,NC,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,1,2017,279,2458033,-9999,2,-9999,1,2017,284,2458038,-9999,22,-9999
23069,38.92625,-77.341675,116,VA,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,0,-9999,-9999,-9999,-9999,-9999,-9999,1,2017,100,2457854,-9999,10,-9999
23074,39.208076,-76.658577,51,MD,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,1,2017,88,2457842,-9999,7,-9999,1,2017,108,2457862,-9999,7,-9999
23074,39.208076,-76.658577,51,MD,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,1,2017,94,2457848,-9999,2,-9999,1,2017,108,2457862,-9999,7,-9999
23828,35.169346,-81.05629,201,NC,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,1,2017,31,2457785,-9999,6,-9999,1,2017,87,2457841,-9999,7,-9999
23828,35.169346,-81.05629,201,NC,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,1,2017,45,2457799,-9999,7,-9999,1,2017,290,2458044,-9999,7,-9999
24160,39.560318,-76.283745,116,MD,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,1,2017,58,2457812,-9999,4,-9999,1,2017,118,2457872,-9999,3,-9999
24160,39.560318,-76.283745,116,MD,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,1,2017,99,2457853,-9999,2,-9999,1,2017,118,2457872,-9999,3,-9999
24164,40.665085,-73.963432,28,NY,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,1,2017,118,2457872,-9999,17,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999
24473,35.502415,-82.526787,663,NC,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,1,2017,81,2457835,-9999,14,-9999,1,2017,265,2458019,-9999,18,-9999
24473,35.502415,-82.526787,663,NC,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,1,2017,109,2457863,-9999,28,-9999,1,2017,265,2458019,-9999,18,-9999
25168,30.320053,-89.935974,4,LA,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,1,2017,60,2457814,-9999,7,-9999,4,2017,48,2457802,4.4040700872413,7.5,0.5
25168,30.320053,-89.935974,4,LA,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,2,2017,53,2457807,7,7,0,4,2017,48,2457802,4.4040700872413,7.5,0.5
25257,27.664827,-81.515755,28,FL,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,0,-9999,-9999,-9999,-9999,-9999,-9999,3,2017,77,2457831,10.682280239308,16.666666666667,1.4529663145136
25257,27.664827,-81.515755,28,FL,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,0,-9999,-9999,-9999,-9999,-9999,-9999,3,2017,77,2457831,10.682280239308,16.666666666667,1.4529663145136
25565,43.34066,-83.164528,254,MI,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,1,2017,95,2457849,-9999,9,-9999,1,2017,144,2457898,-9999,8,-9999
25565,43.34066,-83.164528,254,MI,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,1,2017,116,2457870,-9999,6,-9999,1,2017,144,2457898,-9999,8,-9999
25768,39.150101,-86.522179,239,IN,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,1,2017,83,2457837,-9999,17,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999
25768,39.150101,-86.522179,239,IN,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,1,2017,89,2457843,-9999,6,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999
25829,33.888268,-98.499336,290,TX,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,1,2017,69,2457823,-9999,3,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999
25972,39.974331,-86.093376,239,IN,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,0,-9999,-9999,-9999,-9999,-9999,-9999,1,2017,109,2457863,-9999,20,-9999
25985,39.94854,-82.923477,234,OH,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,1,2017,96,2457850,-9999,3,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999
26103,38.814964,-77.050735,13,VA,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,1,2017,86,2457840,-9999,8,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999
27567,35.957191,-83.866592,272,TN,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,1,2017,62,2457816,-9999,7,-9999,1,2017,69,2457823,-9999,14,-9999
27567,35.957191,-83.866592,272,TN,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,1,2017,69,2457823,-9999,7,-9999,1,2017,69,2457823,-9999,14,-9999
27585,29.033138,-81.299995,14,FL,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,1,2017,281,2458035,-9999,9,-9999,2,2017,274,2458028,7,12.5,0.5
27585,29.033138,-81.299995,14,FL,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,1,2017,281,2458035,-9999,9,-9999,3,2017,288,2458042,16.505891204187,14.333333333333,1.4529663145136
459,36.524502,-92.751999,234,MO,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,3,2018,81,2458200,0,15,0,1,2018,97,2458216,-9999,12,-9999
459,36.524502,-92.751999,234,MO,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,3,2018,97,2458216,0,10,0,1,2018,97,2458216,-9999,12,-9999
1007,39.955685,-74.874466,13,NJ,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,1,2018,115,2458234,-9999,6,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999
1624,40.75375,-73.885437,19,NY,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,1,2018,51,2458170,-9999,1,-9999,1,2018,99,2458218,-9999,3,-9999
1624,40.75375,-73.885437,19,NY,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,1,2018,99,2458218,-9999,3,-9999,1,2018,102,2458221,-9999,7,-9999
8253,40.672852,-111.969254,1331,UT,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,1,2018,91,2458210,-9999,23,-9999,1,2018,119,2458238,-9999,15,-9999
8253,40.672852,-111.969254,1331,UT,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,1,2018,112,2458231,-9999,15,-9999,1,2018,119,2458238,-9999,15,-9999
8418,32.363758,-94.873947,108,TX,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,2,2018,63,2458182,0,4,0,2,2018,89,2458208,2,3.5,0.5
8418,32.363758,-94.873947,108,TX,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,2,2018,66,2458185,0,3,0,2,2018,89,2458208,2,3.5,0.5
9341,35.639874,-83.687721,444,TN,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,0,-9999,-9999,-9999,-9999,-9999,-9999,1,2018,101,2458220,-9999,14,-9999
9341,35.639874,-83.687721,444,TN,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,1,2018,74,2458193,-9999,10,-9999,1,2018,101,2458220,-9999,14,-9999
9343,35.642799,-83.695915,423,TN,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,1,2018,103,2458222,-9999,15,-9999,1,2018,103,2458222,-9999,14,-9999
12249,42.518417,-76.556999,175,NY,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,1,2018,287,2458406,-9999,20,-9999,1,2018,287,2458406,-9999,2,-9999
12249,42.518417,-76.556999,175,NY,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,1,2018,129,2458248,-9999,1,-9999,1,2018,134,2458253,-9999,15,-9999
17468,34.591991,-84.208107,929,GA,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,2,2018,103,2458222,0,11,0,2,2018,114,2458233,3.5,7.5,0.5
17468,34.591991,-84.208107,929,GA,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,2,2018,103,2458222,0,11,0,2,2018,114,2458233,3.5,7.5,0.5
18537,40.86404,-73.878288,28,NY,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,1,2018,107,2458226,-9999,5,-9999,1,2018,158,2458277,-9999,5,-9999
18537,40.86404,-73.878288,28,NY,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,1,2018,122,2458241,-9999,6,-9999,1,2018,158,2458277,-9999,5,-9999
19380,35.811588,-78.713982,129,NC,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,1,2018,102,2458221,-9999,4,-9999,1,2018,295,2458414,-9999,3,-9999
19380,35.811588,-78.713982,129,NC,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,1,2018,26,2458145,-9999,1,-9999,1,2018,341,2458460,-9999,6,-9999
20249,38.613323,-90.258934,157,MO,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,1,2018,103,2458222,-9999,7,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999
20249,38.613323,-90.258934,157,MO,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,1,2018,121,2458240,-9999,18,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999
22017,35.497227,-82.608856,673,NC,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,2,2018,117,2458236,0,2,0,2,2018,117,2458236,0,3,0
22017,35.497227,-82.608856,673,NC,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,2,2018,91,2458210,3,6,0,2,2018,120,2458239,2.5,5,2
22936,35.264446,-81.669785,271,NC,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,2,2018,50,2458169,0,21,0,0,-9999,-9999,-9999,-9999,-9999,-9999
23828,35.169346,-81.05629,201,NC,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,1,2018,58,2458177,-9999,7,-9999,1,2018,306,2458425,-9999,14,-9999
23828,35.169346,-81.05629,201,NC,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,1,2018,65,2458184,-9999,7,-9999,1,2018,306,2458425,-9999,18,-9999
24529,35.163074,-83.360275,614,NC,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,1,2018,61,2458180,-9999,9,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999
25565,43.34066,-83.164528,254,MI,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,1,2018,127,2458246,-9999,9,-9999,1,2018,143,2458262,-9999,1,-9999
25565,43.34066,-83.164528,254,MI,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,1,2018,137,2458256,-9999,10,-9999,1,2018,144,2458263,-9999,13,-9999
25972,39.974331,-86.093376,239,IN,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,1,2018,124,2458243,-9999,19,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999
26642,38.982613,-94.812531,255,KS,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,0,-9999,-9999,-9999,-9999,-9999,-9999,1,2018,124,2458243,-9999,7,-9999
26642,38.982613,-94.812531,255,KS,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,1,2018,116,2458235,-9999,7,-9999,1,2018,124,2458243,-9999,7,-9999
27567,35.957191,-83.866592,272,TN,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,1,2018,56,2458175,-9999,4,-9999,1,2018,103,2458222,-9999,8,-9999
27567,35.957191,-83.866592,272,TN,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,1,2018,72,2458191,-9999,9,-9999,1,2018,103,2458222,-9999,8,-9999
28192,37.802608,-79.422447,326,VA,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,2,2018,296,2458415,0.5,3.5,2.5,2,2018,300,2458419,3.5,4,3
28192,37.802608,-79.422447,326,VA,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,1,2018,304,2458423,-9999,1,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999
28398,35.273556,-82.705193,648,NC,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,1,2018,58,2458177,-9999,12,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999
28729,40.202297,-77.196671,144,PA,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,6,2018,94,2458213,8.0401768913653,4,1.0645812948448,1,2018,57,2458176,-9999,3,-9999
28729,40.202297,-77.196671,144,PA,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,1,2018,111,2458230,-9999,1,-9999,1,2018,111,2458230,-9999,1,-9999
28763,29.645634,-82.345909,44,FL,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,0,-9999,-9999,-9999,-9999,-9999,-9999,1,2018,61,2458180,-9999,4,-9999
28763,29.645634,-82.345909,44,FL,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,0,-9999,-9999,-9999,-9999,-9999,-9999,1,2018,61,2458180,-9999,4,-9999
28773,29.645353,-82.343742,48,FL,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,1,2018,32,2458151,-9999,5,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999
28773,29.645353,-82.343742,48,FL,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,1,2018,37,2458156,-9999,5,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999
30020,39.884789,-75.396133,70,PA,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,0,-9999,-9999,-9999,-9999,-9999,-9999,1,2018,234,2458353,-9999,23,-9999
30186,39.691479,-80.104828,358,WV,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,0,-9999,-9999,-9999,-9999,-9999,-9999,1,2018,131,2458250,-9999,10,-9999
30186,39.691479,-80.104828,358,WV,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,0,-9999,-9999,-9999,-9999,-9999,-9999,1,2018,131,2458250,-9999,10,-9999
32210,35.947197,-83.939865,258,TN,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,1,2018,311,2458430,-9999,6,-9999,1,2018,318,2458437,-9999,28,-9999
32210,35.947197,-83.939865,258,TN,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,1,2018,311,2458430,-9999,6,-9999,1,2018,318,2458437,-9999,28,-9999
459,36.524502,-92.751999,234,MO,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,1,2019,105,2458589,-9999,9,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999
1624,40.75375,-73.885437,19,NY,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,1,2019,95,2458579,-9999,8,-9999,1,2019,137,2458621,-9999,4,-9999
1624,40.75375,-73.885437,19,NY,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,1,2019,81,2458565,-9999,11,-9999,1,2019,137,2458621,-9999,4,-9999
2623,40.710339,-81.885284,329,OH,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,1,2019,98,2458582,-9999,4,-9999,1,2019,132,2458616,-9999,4,-9999
2623,40.710339,-81.885284,329,OH,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,1,2019,121,2458605,-9999,9,-9999,1,2019,132,2458616,-9999,4,-9999
6701,36.03521,-83.950249,345,TN,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,1,2019,83,2458567,-9999,15,-9999,1,2019,100,2458584,-9999,4,-9999
6701,36.03521,-83.950249,345,TN,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,1,2019,90,2458574,-9999,7,-9999,1,2019,100,2458584,-9999,4,-9999
8253,40.672852,-111.969254,1331,UT,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,0,-9999,-9999,-9999,-9999,-9999,-9999,1,2019,124,2458608,-9999,15,-9999
8253,40.672852,-111.969254,1331,UT,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,1,2019,109,2458593,-9999,5,-9999,1,2019,124,2458608,-9999,15,-9999
8418,32.363758,-94.873947,108,TX,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,2,2019,69,2458553,0,7,0,2,2019,97,2458581,3.5,5.5,1.5
8418,32.363758,-94.873947,108,TX,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,2,2019,69,2458553,0,7,0,2,2019,97,2458581,3.5,5.5,1.5
9341,35.639874,-83.687721,444,TN,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,1,2019,73,2458557,-9999,18,-9999,1,2019,103,2458587,-9999,26,-9999
9341,35.639874,-83.687721,444,TN,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,1,2019,78,2458562,-9999,5,-9999,1,2019,103,2458587,-9999,26,-9999
9343,35.642799,-83.695915,423,TN,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,1,2019,91,2458575,-9999,13,-9999,1,2019,106,2458590,-9999,7,-9999
9343,35.642799,-83.695915,423,TN,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,1,2019,91,2458575,-9999,13,-9999,1,2019,106,2458590,-9999,7,-9999
12249,42.518417,-76.556999,175,NY,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,1,2019,113,2458597,-9999,4,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999
